"","ID","Mother_Age","Sex_C","Child_Age","Education_Years_1","Income","Home_2","Home_3","Raven","mean_RT","RT.diff.DD","RT.diff.PES"
"146",448,45.95568490633,"Female",4.44712912262022,18,4,7,1,7,701.8125,15.9026497695853,112.196102819237
"147",449,38.2612371980125,"Male",3.80812289274216,19,4,5,1,27,663.362745098039,45.0527001989981,208.058646616541
"148",450,43.7240037898953,"Male",4.36192302329708,26,4,4,2,7,679.266891891892,84.0679513184584,64.2274090738658
"149",451,40.0999832053135,"Female",3.74953830456055,17,4,3,2,13,743.815028901734,-50.9564785373609,137.783182503771
"150",452,43.5659142013334,"Male",3.77399086115547,20,4,7,2,15,678.734482758621,1.02921466757027,168.340279906017
"151",453,44.3155835678252,"Female",4.1978559839785,22,4,5,2,15,592.224025974026,114.311021505376,6.94190140845069
"152",454,31.7058060182016,"Female",4.34646310239055,15,4,6,2,19,715.220532319392,-14.2936903279368,55.848542600897
"153",455,41.0386284761832,"Male",4.6772321722818,24,3,4,2,15,826.361486486486,-61.3946267341995,206.30646609789
"154",457,34.7116634027936,"Female",4.06689954242401,20,3,4,2,19,510.547325102881,44.8025862068966,51.3986263736263
"155",458,37.8651632887165,"Female",3.91307567749132,24,4,5,2,17,637.036144578313,-73.1863851885302,131.511966583879
"156",459,41.7950948107587,"Female",3.66230904758283,17,2,4,0,18,730.359477124183,-22.8872358175752,98.1002741179591
"157",460,33.6984545085811,"Male",4.56498428270844,15,4,4,1,19,595.350482315113,74.3833333333333,80.2536036036037
"158",461,35.188266091211,"Male",3.67560353132051,12,4,5,2,25,771.910828025478,121.216522098307,267.095394736842
"159",462,35.6417962392577,"Female",4.49052998326869,20,5,5,2,8,716.610328638498,68.0003968253968,6.86345987920618
"160",463,36.4272263733617,"Female",4.38342076076761,18,4,4,1,12,844.107638888889,-5.6206409464113,356.710804462713
"161",464,43.6802967272543,"Female",4.34011876695313,18,2,3,2,21,613.375415282392,24.2482791199892,176.90977443609
"162",465,34.807421318478,"Male",4.73486827261896,18,3,3,1,5,655.71568627451,28.994512195122,166.105369807497
"163",466,34.0108041169164,"Male",5.12921616345983,21,4,5,1,20,799.680147058824,40.3870629370629,178.308502024292
"164",468,30.9769574999366,"Female",5.12343251704819,16,4,6,2,33,540.596774193548,58.5670551056685,104.700251613609
"165",469,36.9647315702081,"Male",4.48560768246001,19,4,6,2,22,726.869955156951,19.5675405742822,135.505347593583
"166",470,36.6940032828859,"Female",4.41474250259842,21,4,5,2,20,839.164983164983,35.8546150167384,124.237254901961
"167",471,37.8902687466728,"Female",4.66918729561183,14,4,6,2,28,718.717532467532,-43.227247655819,162.002504283643
"168",472,29.0690535085051,"Male",3.96296179050371,17,3,3,2,22,764.841059602649,113.361362351611,159.147222222222
"169",473,38.4314168694704,"Female",4.54777552792354,20,3,4,1,20,946.609665427509,100.691398390342,159.74046256557
"170",475,39.2311286979998,"Male",4.25508489238725,19,4,5,2,25,610.651006711409,41.7257969303424,166.123611111111
"171",476,30.1918290364286,"Male",3.89751007681192,20,5,6,1,24,739.922580645161,20.2054659701718,278.527777777778
"172",477,42.8461432428322,"Female",4.72704673359191,17,5,5,2,23,737.187943262411,-88.5386779184247,134.275725773477
"173",478,38.294869381702,"Female",5.27091318731462,18,2,3,1,18,926.347003154574,0.788294057377016,504.255313765182
"174",479,37.129690027125,"Male",4.55747921261439,25,5,4,2,27,592.453376205788,-9.89929548280156,47.1876109686328
